MeshA	MeshB	FacesA	FacesB	Pairs	Time_ms	Mpairs_s	Intersected
Allen_amygdalohippocampal_area_L.off	Allen_reuniens_nucleus_medioventral_nucleus_of_thalamus_R.off	106	160	16960	0.02614	648.814	0	0
Allen_amygdalohippocampal_area_L.off	Allen_rostral_gyrus_L.off	106	1160	122960	0.050541	2432.88	0	0
Allen_amygdalohippocampal_area_L.off	Allen_rostral_gyrus_R.off	106	1160	122960	0.047553	2585.75	0	0
Allen_amygdalohippocampal_area_L.off	Allen_septal_nuclei_L.off	106	906	96036	0.044785	2144.38	0	0
Allen_amygdalohippocampal_area_L.off	Allen_septal_nuclei_R.off	106	906	96036	0.047827	2007.99	0	0
Allen_amygdalohippocampal_area_L.off	Allen_short_insular_gyri_L.off	106	1480	156880	0.058468	2683.18	0	0
Allen_amygdalohippocampal_area_L.off	Allen_short_insular_gyri_R.off	106	1480	156880	0.059282	2646.33	0	0
Allen_amygdalohippocampal_area_L.off	Allen_subcallosal_gyrus_parolfactory_gyrus_L.off	106	406	43036	0.030525	1409.86	0	0
Allen_amygdalohippocampal_area_L.off	Allen_subcallosal_gyrus_parolfactory_gyrus_R.off	106	406	43036	0.032362	1329.83	0	0
Allen_amygdalohippocampal_area_L.off	Allen_substantia_nigra_L.off	106	118	12508	0.022044	567.411	0	0
Allen_amygdalohippocampal_area_L.off	Allen_substantia_nigra_R.off	106	118	12508	0.022065	566.871	0	0
Allen_amygdalohippocampal_area_L.off	Allen_subthalamic_nucleus_L.off	106	204	21624	0.025038	863.647	0	0
Allen_amygdalohippocampal_area_L.off	Allen_subthalamic_nucleus_R.off	106	204	21624	0.052789	409.631	0	0
Allen_amygdalohippocampal_area_L.off	Allen_superior_cerebellar_peduncle_brachium_conjunctivum_L.off	106	258	27348	0.026924	1015.75	0	0
Allen_amygdalohippocampal_area_L.off	Allen_superior_cerebellar_peduncle_brachium_conjunctivum_R.off	106	258	27348	0.025526	1071.38	0	0
Allen_amygdalohippocampal_area_L.off	Allen_superior_colliculus_L.off	106	72	7632	0.021853	349.243	0	0
Allen_amygdalohippocampal_area_L.off	Allen_superior_colliculus_R.off	106	72	7632	0.022066	345.871	0	0
Allen_amygdalohippocampal_area_L.off	Allen_superior_frontal_gyrus_L.off	106	20304	2152224	0.556921	3864.51	0	0
Allen_amygdalohippocampal_area_L.off	Allen_superior_frontal_gyrus_R.off	106	20304	2152224	0.51253	4199.22	0	0
Allen_amygdalohippocampal_area_L.off	Allen_superior_occipital_gyrus_L.off	106	6048	641088	0.182251	3517.61	0	0
Allen_amygdalohippocampal_area_L.off	Allen_superior_occipital_gyrus_R.off	106	6048	641088	0.184537	3474.04	0	0
Allen_amygdalohippocampal_area_L.off	Allen_superior_temporal_gyrus_L.off	106	4200	445200	0.132913	3349.56	0	0
Allen_amygdalohippocampal_area_L.off	Allen_superior_temporal_gyrus_R.off	106	4200	445200	0.136615	3258.79	0	0
Allen_amygdalohippocampal_area_L.off	Allen_supramarginal_gyrus_L.off	106	4734	501804	0.146567	3423.72	0	0
Allen_amygdalohippocampal_area_L.off	Allen_supramarginal_gyrus_R.off	106	4734	501804	0.144566	3471.11	0	0
Allen_amygdalohippocampal_area_L.off	Allen_supraoptic_region_of_HTH_L.off	106	346	36676	0.031483	1164.95	0	0
Allen_amygdalohippocampal_area_L.off	Allen_supraoptic_region_of_HTH_R.off	106	346	36676	0.028353	1293.55	0	0
Allen_amygdalohippocampal_area_L.off	Allen_supraparietal_lobule_L.off	106	9278	983468	0.486363	2022.09	0	0
Allen_amygdalohippocampal_area_L.off	Allen_supraparietal_lobule_R.off	106	9278	983468	0.272633	3607.3	0	0
Allen_amygdalohippocampal_area_L.off	Allen_tail_of_caudate_L.off	106	610	64660	0.037552	1721.88	0	0
Allen_amygdalohippocampal_area_L.off	Allen_tail_of_caudate_R.off	106	610	64660	0.039765	1626.05	0	0
Allen_amygdalohippocampal_area_L.off	Allen_tail_of_hippocampus_L.off	106	524	55544	0.033248	1670.6	0	0
Allen_amygdalohippocampal_area_L.off	Allen_tail_of_hippocampus_R.off	106	524	55544	0.033356	1665.19	0	0
Allen_amygdalohippocampal_area_L.off	Allen_tegmentum_of_medulla_oblongata_L.off	106	632	66992	0.037513	1785.83	0	0
Allen_amygdalohippocampal_area_L.off	Allen_tegmentum_of_medulla_oblongata_R.off	106	632	66992	0.039396	1700.48	0	0
Allen_amygdalohippocampal_area_L.off	Allen_temporal_agranular_insular_cortex_area_Tl_L.off	106	480	50880	0.037216	1367.15	0	0
Allen_amygdalohippocampal_area_L.off	Allen_temporal_agranular_insular_cortex_area_Tl_R.off	106	480	50880	0.033407	1523.03	0	0
Allen_amygdalohippocampal_area_L.off	Allen_temporal_pole_L.off	106	2570	272420	0.089276	3051.44	0	0
Allen_amygdalohippocampal_area_L.off	Allen_temporal_pole_R.off	106	2570	272420	0.103181	2640.21	0	0
Allen_amygdalohippocampal_area_L.off	Allen_thalamus_L.off	106	6084	644904	0.308143	2092.87	0	0
Allen_amygdalohippocampal_area_L.off	Allen_thalamus_R.off	106	6082	644692	0.192725	3345.14	0	0
Allen_amygdalohippocampal_area_L.off	Allen_third_ventricle_L.off	106	1168	123808	0.056496	2191.45	0	0
Allen_amygdalohippocampal_area_L.off	Allen_third_ventricle_R.off	106	1168	123808	0.064835	1909.59	0	0
Allen_amygdalohippocampal_area_L.off	Allen_transverse_temporal_gyrus_Heschls_gyrus_L.off	106	1434	152004	0.058746	2587.48	0	0
Allen_amygdalohippocampal_area_L.off	Allen_transverse_temporal_gyrus_Heschls_gyrus_R.off	106	1434	152004	0.05757	2640.33	0	0
Allen_amygdalohippocampal_area_L.off	Allen_tuberal_region_of_HTH_L.off	106	642	68052	0.044183	1540.23	0	0
Allen_amygdalohippocampal_area_L.off	Allen_tuberal_region_of_HTH_R.off	106	642	68052	0.039948	1703.51	0	0
Allen_amygdalohippocampal_area_L.off	Allen_ventral_anterior_nucleus_of_thalamus_L.off	106	822	87132	0.044516	1957.32	0	0
Allen_amygdalohippocampal_area_L.off	Allen_ventral_anterior_nucleus_of_thalamus_R.off	106	822	87132	0.04493	1939.28	0	0
Allen_amygdalohippocampal_area_L.off	Allen_ventral_lateral_nucleus_of_thalamus_L.off	106	878	93068	0.043899	2120.05	0	0
Allen_amygdalohippocampal_area_L.off	Allen_ventral_lateral_nucleus_of_thalamus_R.off	106	878	93068	0.04326	2151.36	0	0
Allen_amygdalohippocampal_area_L.off	Allen_ventral_posterior_lateral_nucleus_L.off	106	442	46852	0.033865	1383.49	0	0
Allen_amygdalohippocampal_area_L.off	Allen_ventral_posterior_lateral_nucleus_R.off	106	442	46852	0.031572	1483.97	0	0
Allen_amygdalohippocampal_area_L.off	Allen_ventral_posterior_medial_nucleus_L.off	106	186	19716	0.025746	765.789	0	0
Allen_amygdalohippocampal_area_L.off	Allen_ventral_posterior_medial_nucleus_R.off	106	186	19716	0.025474	773.966	0	0
Allen_amygdalohippocampal_area_L.off	Allen_white_matter_of_forebrain_L.off	106	50988	5404728	1.18007	4580	1	371
Allen_amygdalohippocampal_area_L.off	Allen_white_matter_of_forebrain_R.off	106	50946	5400276	1.13885	4741.86	0	0
Allen_amygdalohippocampal_area_L.off	Allen_white_matter_of_hindbrain_L.off	106	14576	1545056	0.356943	4328.58	0	0
Allen_amygdalohippocampal_area_L.off	Allen_white_matter_of_hindbrain_R.off	106	14578	1545268	0.363039	4256.48	0	0
Allen_amygdalohippocampal_area_L.off	Allen_zona_incerta_L.off	106	314	33284	0.031545	1055.13	0	0
Allen_amygdalohippocampal_area_L.off	Allen_zona_incerta_R.off	106	314	33284	0.03017	1103.22	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_abdominal_ostium_of_uterine_tube.off	106	642	68052	0.037995	1791.08	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_amnion.off	106	14642	1552052	0.428095	3625.48	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_ampulla_of_uterine_tube_L.off	106	11618	1231508	0.31155	3952.84	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_ampulla_of_uterine_tube_R.off	106	10594	1122964	0.355152	3161.93	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_anterior_cardiac_vein.off	106	3410	361460	0.111689	3236.31	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_anterior_cruciate_enthesis_L.off	106	144	15264	0.024512	622.715	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_anterior_cruciate_enthesis_R.off	106	146	15476	0.067982	227.648	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_anterior_segmental_right_hepatic_artery.off	106	360	38160	0.030848	1237.03	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_anterior_wall_of_uterus.off	106	19644	2082264	0.503343	4136.87	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_aortic_arch.off	106	7284	772104	0.224522	3438.88	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_aortic_valve.off	106	4812	510072	0.148984	3423.67	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_aqueous_humor_L.off	106	11386	1206916	0.314017	3843.47	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_aqueous_humor_R.off	106	11386	1206916	0.306936	3932.14	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_areola_L.off	106	47570	5042420	1.07526	4689.51	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_areola_R.off	106	47570	5042420	1.18253	4264.08	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_areolar_tubercles_L.off	106	9242	979652	0.292365	3350.78	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_areolar_tubercles_R.off	106	9242	979652	0.271319	3610.7	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_articular_cartilage_of_knee_L.off	106	2012	213272	0.078888	2703.48	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_articular_cartilage_of_knee_R.off	106	1976	209456	0.070968	2951.41	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_arytenoid_cartilage_L.off	106	2400	254400	0.091714	2773.84	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_arytenoid_cartilage_R.off	106	2384	252704	0.097428	2593.75	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_ascending_aorta.off	106	6374	675644	0.205222	3292.26	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_ascending_colon.off	106	1930	204580	0.086794	2357.08	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_bare_area_of_liver.off	106	10520	1115120	0.298109	3740.65	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_basal_plate.off	106	26350	2793100	0.622832	4484.52	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_body_of_pancreas.off	106	3904	413824	0.127567	3243.97	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_body_of_uterus.off	106	7240	767440	0.220799	3475.74	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_brachiocephalic_artery_a.off	106	848	89888	0.071642	1254.68	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_brachiocephalic_artery_b.off	106	3424	362944	0.134629	2695.88	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_bulbar_conjunctiva_L.off	106	32072	3399632	0.730317	4655.01	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_bulbar_conjunctiva_R.off	106	32068	3399208	0.747791	4545.67	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_C1_segment_of_cervical_spinal_cord.off	106	11360	1204160	0.304555	3953.83	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_C2_segment_of_cervical_spinal_cord.off	106	13406	1421036	0.488268	2910.36	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_C3_segment_of_cervical_spinal_cord.off	106	12384	1312704	0.359191	3654.61	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_C4_segment_of_cervical_spinal_cord.off	106	12788	1355528	0.355981	3807.87	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_C5_segment_of_cervical_spinal_cord.off	106	12766	1353196	0.354633	3815.76	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_C6_segment_of_cervical_spinal_cord.off	106	12804	1357224	0.335059	4050.7	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_C7_segment_of_cervical_spinal_cord.off	106	11802	1251012	0.322214	3882.55	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_C8_segment_of_cervical_spinal_cord.off	106	12300	1303800	0.349544	3730	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_caecum.off	106	1056	111936	0.046259	2419.77	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_capsule_of_the_liver.off	106	34614	3669084	0.786174	4667.01	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_carina.off	106	4272	452832	0.134009	3379.12	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_cartilage_of_lobar_bronchus_L.off	106	42704	4526624	1.1498	3936.89	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_cartilage_of_lobar_bronchus_R.off	106	58416	6192096	1.43389	4318.4	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_cartilage_of_main_bronchus_L.off	106	30268	3208408	0.884359	3627.95	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_cartilage_of_main_bronchus_R.off	106	35704	3784624	0.872158	4339.38	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_cartilage_of_tertiary_bronchus_L.off	106	176662	18726172	3.90303	4797.85	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_cartilage_of_tertiary_bronchus_R.off	106	211544	22423664	4.90187	4574.52	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_caudate_lobe.off	106	8620	913720	0.260756	3504.12	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_celiac_trunk.off	106	534	56604	0.037398	1513.56	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_central_retinal_artery_L.off	106	4800	508800	0.307985	1652.03	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_central_retinal_artery_R.off	106	4788	507528	0.146366	3467.53	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_central_retinal_vein_L.off	106	2078	220268	0.080144	2748.4	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_central_retinal_vein_R.off	106	2078	220268	0.085077	2589.04	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_cervix.off	106	4258	451348	0.145409	3103.99	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_chorionic_plate.off	106	27600	2925600	0.659983	4432.84	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_ciliary_body_L.off	106	31756	3366136	0.741202	4541.46	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_ciliary_body_R.off	106	31752	3365712	0.799978	4207.26	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_ciliary_muscle_L.off	106	109184	11573504	2.69784	4289.91	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_ciliary_muscle_R.off	106	109168	11571808	2.48615	4654.5	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_ciliary_processes_L.off	106	51072	5413632	1.14964	4708.96	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_ciliary_processes_R.off	106	51072	5413632	1.16241	4657.26	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_coccyx.off	106	1390	147340	0.057398	2566.99	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_colic_impression_of_liver.off	106	954	101124	0.047128	2145.73	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_colic_surface_of_spleen.off	106	256	27136	0.042401	639.985	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_common_hepatic_artery.off	106	694	73564	0.039383	1867.91	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_cornea_L.off	106	19560	2073360	0.500749	4140.52	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_cornea_R.off	106	19560	2073360	0.535572	3871.3	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_corneo_scleral_junction_L.off	106	9852	1044312	0.341191	3060.78	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_corneo_scleral_junction_R.off	106	9848	1043888	0.282961	3689.16	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_corniculate_cartilage_L.off	106	574	60844	0.037125	1638.9	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_corniculate_cartilage_R.off	106	776	82256	0.04261	1930.44	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_cornua.off	106	918	97308	0.053889	1805.71	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_coronary_ligament_of_liver.off	106	2472	262032	0.085251	3073.65	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_coronary_sinus.off	106	6500	689000	0.336475	2047.7	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_cricoid_cartilage.off	106	3410	361460	0.114864	3146.85	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_cystic_artery.off	106	1458	154548	0.070151	2203.08	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_cystic_vein.off	106	3266	346196	0.110851	3123.08	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_descending_aorta_a.off	106	6398	678188	0.204421	3317.6	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_descending_aorta_b.off	106	8494	900364	0.352762	2552.33	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_descending_colon.off	106	5250	556500	0.167599	3320.43	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_diagonal_branch_of_left_anterior_descending_artery.off	106	1200	127200	0.082348	1544.66	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_diaphragmatic_surface_of_liver.off	106	23242	2463652	0.651838	3779.55	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_diaphragmatic_surface_of_spleen.off	106	6816	722496	0.204739	3528.86	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_distal_most_point_of_medial_condyle_L.off	106	180	19080	0.024115	791.209	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_distal_most_point_of_medial_condyle_R.off	106	188	19928	0.025579	779.077	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_duodenal_ampulla.off	106	1228	130168	0.054528	2387.18	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_duodenal_impression_of_liver.off	106	116	12296	0.023394	525.605	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_duodenum_ascending.off	106	662	70172	0.040297	1741.37	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_duodenum_descending.off	106	1106	117236	0.053173	2204.8	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_duodenum_horizontal.off	106	1260	133560	0.055544	2404.58	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_duodenum_superior.off	106	1426	151156	0.058189	2597.67	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_eigth_thoracic_spinal_cord_segment.off	106	11988	1270728	0.314662	4038.39	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_eleventh_thoracic_spinal_cord_segment.off	106	12140	1286840	0.332076	3875.14	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_epiglotic_cartilage.off	106	3394	359764	0.107611	3343.19	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_esophageal_impression_of_liver.off	106	710	75260	0.040192	1872.51	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_external_cervical_os.off	106	408	43248	0.03002	1440.64	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_falciform_ligament.off	106	536	56816	0.03839	1479.97	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_fat_L.off	106	66420	7040520	1.49556	4707.63	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_fat_R.off	106	373676	39609656	8.85697	4472.15	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_femur_L.off	106	9590	1016540	0.289544	3510.83	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_femur_R.off	106	9590	1016540	0.278088	3655.46	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_fibria_of_uterine_tube_L.off	106	3058	324148	0.099414	3260.59	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_fibria_of_uterine_tube_R.off	106	3732	395592	0.123604	3200.48	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_fibula_L.off	106	1210	128260	0.059142	2168.68	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_fibula_R.off	106	1210	128260	0.04993	2568.8	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_fifth_lumbar_spinal_cord_segment.off	106	14576	1545056	0.360438	4286.61	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_fifth_thoracic_spinal_cord_segment.off	106	11420	1210520	0.354859	3411.27	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_first_lumbar_spinal_cord_segment.off	106	12706	1346836	0.363809	3702.04	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_first_sacral_spinal_cord_segment.off	106	13762	1458772	0.372968	3911.25	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_first_thoracic_spinal_cord_segment.off	106	11792	1249952	0.348419	3587.5	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_fourth_lumbar_spinal_cord_segment.off	106	13430	1423580	0.373906	3807.32	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_fourth_sacral_spinal_cord_segment.off	106	11770	1247620	0.341802	3650.12	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_fourth_thoracic_spinal_cord_segment.off	106	11408	1209248	0.311101	3886.99	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_fovea_L.off	106	452	47912	0.032853	1458.38	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_fovea_R.off	106	452	47912	0.031164	1537.41	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_fundus_of_urinary_bladder_base.off	106	42310	4484860	1.00349	4469.26	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_fundus_of_urinary_bladder_dome.off	106	20172	2138232	0.503618	4245.74	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_fundus_of_uterus.off	106	4358	461948	0.157898	2925.61	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_gastric_impression_of_liver.off	106	5048	535088	0.168076	3183.61	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_gastric_surface_of_spleen.off	106	3570	378420	0.115151	3286.29	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_great_cardiac_vein.off	106	6908	732248	0.216426	3383.36	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_head_of_pancreas.off	106	3938	417428	0.14057	2969.54	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_hepataduodenal_ligament.off	106	1180	125080	0.050205	2491.39	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_hepatic_flexure_of_colon.off	106	1784	189104	0.073633	2568.2	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_hepatic_portal_vein.off	106	2552	270512	0.084753	3191.77	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_hilum_L.off	106	2090	221540	0.153966	1438.89	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_hilum_lower_L.off	106	1014	107484	0.046639	2304.59	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_hilum_lower_R.off	106	2850	302100	0.142898	2114.1	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_hilum_middle_R.off	106	792	83952	0.048369	1735.66	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_hilum_of_kidney_L.off	106	7374	781644	0.221619	3526.97	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_hilum_of_kidney_R.off	106	5332	565192	0.195526	2890.62	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_hilum_of_spleen.off	106	2876	304856	0.093841	3248.64	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_hilum_R.off	106	5118	542508	0.161396	3361.35	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_hilum_upper_L.off	106	1098	116388	0.050365	2310.89	0	0
